LDSR_NDVI_MAE_vs_native,Bicubic_NDVI_MAE_vs_native,LDSR_NDVI_RMSE_vs_native,Bicubic_NDVI_RMSE_vs_native
0.007343009114265442,0.007651406340301037,0.009763428941369057,0.011304331943392754
