representation,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,pixels
Native 10m,0.2782019376754761,0.0732942670583725,0.04101891070604324,0.6251874566078186,45151
Bicubic 2.5m,0.27859753370285034,0.07286395877599716,-0.029908431693911552,0.6248281002044678,722416
LDSR 2.5m,0.28202754259109497,0.07449300587177277,-0.06040264666080475,0.6354409456253052,722416
